StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,Q_DuplicateRespondent,Q1_Role,Q1_Role_11_TEXT,Q2_DecisionAuth,Q3_Industry,Q3_Industry_26_TEXT,Q4_OrgSize,Q5_ProfitModel,Q6_RevenueBudget,Q7_PersonalBudget,Q8_GeoScope,Q9_GeoScale,Q10-28_Barriers_1,Q10-28_Barriers_2,Q10-28_Barriers_3,Q10-28_Barriers_4,Q10-28_Barriers_5,Q10-28_Barriers_6,Q10-28_Barriers_7,Q10-28_Barriers_8,Q10-28_Barriers_9,Q10-28_Barriers_10,Q10-28_Barriers_11,Q10-28_Barriers_12,Q10-28_Barriers_13,Q10-28_Barriers_14,Q10-28_Barriers_15,Q10-28_Barriers_16,Q10-28_Barriers_17,Q10-28_Barriers_18,Q10-28_Barriers_19,Q29-46_Top3Barriers_1,Q29-46_Top3Barriers_2,Q29-46_Top3Barriers_3,Q29-46_Top3Barriers_4,Q29-46_Top3Barriers_5,Q29-46_Top3Barriers_6,Q29-46_Top3Barriers_7,Q29-46_Top3Barriers_8,Q29-46_Top3Barriers_9,Q29-46_Top3Barriers_10,Q29-46_Top3Barriers_11,Q29-46_Top3Barriers_12,Q29-46_Top3Barriers_13,Q29-46_Top3Barriers_14,Q29-46_Top3Barriers_15,Q29-46_Top3Barriers_16,Q29-46_Top3Barriers_17,Q29-46_Top3Barriers_18,Q47-64_Readiness_1,Q47-64_Readiness_2,Q47-64_Readiness_3,Q47-64_Readiness_4,Q47-64_Readiness_5,Q47-64_Readiness_6,Q47-64_Readiness_7,Q47-64_Readiness_8,Q47-64_Readiness_9,Q47-64_Readiness_10,Q47-64_Readiness_11,Q47-64_Readiness_12,Q47-64_Readiness_13,Q47-64_Readiness_14,Q47-64_Readiness_15,Q47-64_Readiness_16,Q47-64_Readiness_17,Q47-64_Readiness_18,Q65-73_Maturity_1,Q65-73_Maturity_2,Q65-73_Maturity_3,Q65-73_Maturity_4,Q65-73_Maturity_5,Q65-73_Maturity_6,Q65-73_Maturity_7,Q65-73_Maturity_8,Q65-73_Maturity_9,Q74_Feedback,Q_RecaptchaStatus,Q_RecaptchaError,Q_DuplicateRespondentStatus,STUDY_ID,SESSION_ID,SOURCE,COMPLETE_URL,Q50_Feedback - Parent Topics,Q50_Feedback - Topics,Q_AmbiguousTextPresent,Q_AmbiguousTextQuestions,Q_StraightliningPercentage,Q_StraightliningQuestions,Q_UnansweredPercentage,Q_UnansweredQuestions,Q50_Feedback - Topic Hierarchy Level 1
2026-03-23,2026-03-23,IP Address,100,1062,True,2026-03-23,f8757fa1327315d081af5c0c534f3869,anonymous,,Other (please specify),Director of Operations and HR,I am one of several key decision-makers who collectively decide on technology adoption,Construction,,<100,For-Profit,<$10M,<$10M,United States,Regional,Moderate Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Moderate Barrier,Significant Barrier,Significant Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Not a Barrier,Minor Barrier,Not a Barrier,Not a Barrier,Minor Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Major Barrier,,,,,,High cost associated with acquiring or implementing new technologies.,Difficulty integrating new technologies with existing legacy systems.,"Inadequate IT infrastructure (e.g., network, storage, computing power) to support new technologies.",,,,,,,,,,,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,"I think mostly not dealing with size of business and actual need for major technology upgrades. Small to medium size business , especially in the construction , home remodeling business , major technology changes are not something that drives our industry , customer service and quality of work performed on site is what we focus on more.",complete,,,69c17630acada6abeead2da5,69c181dc8103b7cb21e4b23b,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-23,2026-03-23,IP Address,100,810,True,2026-03-23,8cce87beebacca39a2448f88cb025b82,anonymous,,"CMO (e.g., Director of Communications, Public Affairs Officer, Chief Marketing & Communications Officer)",,I am one of several key decision-makers who collectively decide on technology adoption,Manufacturing,,500-999,For-Profit,$500M-$999M,$10M-$49M,United States,National,Not a Barrier,Minor Barrier,Not a Barrier,Major Barrier,Major Barrier,Not a Barrier,Minor Barrier,Not a Barrier,Not a Barrier,Moderate Barrier,Significant Barrier,Significant Barrier,Significant Barrier,Moderate Barrier,Significant Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Significant Barrier,,,,Insufficient skills or expertise within the workforce to utilize new technologies effectively.,,,,,"Difficulty demonstrating clear value (e.g., mission impact, public value, cost-effectiveness) for new technology investments.",,,,,,,,"Pressure to adopt technology due to external factors (e.g., mandates, public expectations, peer agency actions), without adequate internal readiness.",,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Very High Readiness/Capability,Low Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Very High Readiness/Capability,Low Readiness/Capability,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 2: Developing/Repeatable,Our issue is consistency adoption nationally. It seems certain regions are more capable and receptive to new technologies than others. We think it’s cultural. ,complete,,,69c17630acada6abeead2da5,69c18349f2d4f7c159f56d72,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-23,2026-03-23,IP Address,100,631,True,2026-03-23,7ccf661f2a6d3ec210ada0cd01ce9035,anonymous,,"CIO (e.g., Director of IT)",,I am one of several key decision-makers who collectively decide on technology adoption,"Professional, Scientific, and Technical Services",,100-499,For-Profit,$10M-$49M,$10M-$49M,United States,Regional,Not a Barrier,Not a Barrier,Not a Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Minor Barrier,Minor Barrier,Not a Barrier,Not a Barrier,Significant Barrier,Minor Barrier,Significant Barrier,Significant Barrier,Moderate Barrier,Significant Barrier,Moderate Barrier,Minor Barrier,Major Barrier,,,,,,,,,,,,,Concerns about cybersecurity risks associated with new technologies.,Concerns about data privacy compliance related to new technologies.,,Uncertainty or complexity related to regulatory requirements.,,,Very High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 2: Developing/Repeatable,nothing comes to mind,complete,,,69c17630acada6abeead2da5,69c18382679725224cb1e293,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-23,2026-03-23,IP Address,100,1560,True,2026-03-23,ba35a8e0f09ff6e789cdaf4ed857f346,anonymous,,"CIO (e.g., Director of IT)",,"I provide significant input and recommendations, but final decisions are made by others","Professional, Scientific, and Technical Services",,1000-4999,For-Profit,$100M-$499M,$10M-$49M,United States,International,Moderate Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Major Barrier,Major Barrier,Significant Barrier,Minor Barrier,Significant Barrier,Moderate Barrier,Moderate Barrier,Major Barrier,Significant Barrier,Major Barrier,Major Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Major Barrier,Resistance to change among employees or middle management.,,,,Inadequate training programs for new technologies.,,,,,,,New technologies disrupting existing workflows or processes significantly.,,,,,,,Very High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,"End-user engagement and feedback. Actively involving users in evaluating and piloting new tech helps make sure the adoption is practical and effective. This reduces customer service complaints. Also, Thank you for the opportunity! ",complete,,,69c17630acada6abeead2da5,69c180ea99e855a577b66385,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-23,2026-03-23,IP Address,100,617,True,2026-03-23,d873e9a508ba1a4580e42c3cf5a81471,anonymous,,"CMO (e.g., Director of Communications, Public Affairs Officer, Chief Marketing & Communications Officer)",,"I provide significant input and recommendations, but final decisions are made by others",Information,,500-999,For-Profit,$500M-$999M,$50M-$99M,United States,National,Not a Barrier,Not a Barrier,Not a Barrier,Minor Barrier,Not a Barrier,Significant Barrier,Not a Barrier,Not a Barrier,Moderate Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Major Barrier,Major Barrier,Moderate Barrier,Not a Barrier,Minor Barrier,Moderate Barrier,Major Barrier,,,,,,High cost associated with acquiring or implementing new technologies.,,,,,,,Concerns about cybersecurity risks associated with new technologies.,Concerns about data privacy compliance related to new technologies.,,,,,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 2: Developing/Repeatable,Level 4: Managed/Quantitatively Managed,Level 5: Optimizing/Innovating,Don't Know,Level 2: Developing/Repeatable,"It's all covered, all clear",complete,,,69c17630acada6abeead2da5,69c184f16e95f5c25842736a,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-23,2026-03-23,IP Address,100,1148,True,2026-03-23,2963e8bca177368321c8e18c59ca2001,anonymous,,"CFO (e.g., Director of Finance, Budget Director, Comptroller)",,I am the primary decision-maker for technology adoption in my area of responsibility,Non-Profit Organization (Non-Governmental),,<100,Non-Profit,<$10M,<$10M,United States,Local,Minor Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Minor Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Moderate Barrier,Not a Barrier,Minor Barrier,Minor Barrier,Not a Barrier,Not a Barrier,Moderate Barrier,Major Barrier,,,,Insufficient skills or expertise within the workforce to utilize new technologies effectively.,,High cost associated with acquiring or implementing new technologies.,,,,,,New technologies disrupting existing workflows or processes significantly.,,,,,,,Very High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Level 3: Defined/Standardized,Level 5: Optimizing/Innovating,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 5: Optimizing/Innovating,Level 5: Optimizing/Innovating,Level 5: Optimizing/Innovating,Level 2: Developing/Repeatable,"The prior barriers were adequately listed, though not all applied to our organization; the ones that were provided were ideally sufficient in their descriptive processes. ",complete,,,69c17630acada6abeead2da5,69c183423a4e5010caa70ed6,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-23,2026-03-23,IP Address,100,894,True,2026-03-23,606a4bcd4129e782fe4cfed93e9dd58a,anonymous,,"CMO (e.g., Director of Communications, Public Affairs Officer, Chief Marketing & Communications Officer)",,"I provide significant input and recommendations, but final decisions are made by others",Real Estate and Rental and Leasing,,100-499,For-Profit,<$10M,<$10M,United States,Local,Significant Barrier,Moderate Barrier,Significant Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,,Minor Barrier,Significant Barrier,Significant Barrier,Moderate Barrier,Moderate Barrier,Significant Barrier,Moderate Barrier,Major Barrier,Resistance to change among employees or middle management.,,,,,,,,,Lack of a clear strategy or roadmap for technology adoption.,,,Concerns about cybersecurity risks associated with new technologies.,,,,,,Very Low Readiness/Capability,Very Low Readiness/Capability,Don't Know,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Don't Know,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Don't Know,Level 3: Defined/Standardized,Level 1: Initial/Ad Hoc,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,There are many people in our firm who are resistant to change.,complete,,,69c17630acada6abeead2da5,69c18518ec505c1ddb221164,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-23,2026-03-23,IP Address,100,369,True,2026-03-23,dcd80ea4498f3154b41ad16055552118,anonymous,,"CTO (e.g., Director of Technology/Innovation, Chief Scientist)",,I am the primary decision-maker for technology adoption in my area of responsibility,"Professional, Scientific, and Technical Services",,10000+,For-Profit,$1B+,$500M-$999M,United States,National,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Minor Barrier,Significant Barrier,Minor Barrier,Not a Barrier,Minor Barrier,Not a Barrier,Minor Barrier,Not a Barrier,Significant Barrier,Major Barrier,Moderate Barrier,Not a Barrier,Minor Barrier,Minor Barrier,Major Barrier,,,,,,,,,"Difficulty demonstrating clear value (e.g., mission impact, public value, cost-effectiveness) for new technology investments.",,,,Concerns about cybersecurity risks associated with new technologies.,Concerns about data privacy compliance related to new technologies.,,,,,Very High Readiness/Capability,Low Readiness/Capability,Very Low Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Don't Know,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Very High Readiness/Capability,Moderate Readiness/Capability,Very High Readiness/Capability,Don't Know,Moderate Readiness/Capability,Very High Readiness/Capability,Low Readiness/Capability,Don't Know,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 5: Optimizing/Innovating,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Not really other than individuals just need to learn ,complete,,,69c17630acada6abeead2da5,69c1885483ce4dc6fb04d71d,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-23,2026-03-23,IP Address,100,703,True,2026-03-23,5a4958a147d50da071c6faa546a9a858,anonymous,,"CHRO (e.g., Chief Human Capital Officer (CHCO), Director of Human Resources, Personnel Director)",,"I provide significant input and recommendations, but final decisions are made by others",Manufacturing,,<100,For-Profit,<$10M,<$10M,United States,International,Moderate Barrier,Moderate Barrier,Not a Barrier,Minor Barrier,Not a Barrier,Significant Barrier,Moderate Barrier,Not a Barrier,Significant Barrier,Minor Barrier,Not a Barrier,Moderate Barrier,Not a Barrier,Not a Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Not a Barrier,Major Barrier,,,,,,High cost associated with acquiring or implementing new technologies.,Difficulty integrating new technologies with existing legacy systems.,,,,,New technologies disrupting existing workflows or processes significantly.,,,,,,,Moderate Readiness/Capability,Low Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Very Low Readiness/Capability,Very Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 1: Initial/Ad Hoc,Level 2: Developing/Repeatable,"no, thank you",complete,,,69c17630acada6abeead2da5,69c187f3d0f736e338566817,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-23,2026-03-23,IP Address,100,1199,True,2026-03-23,7d2044f3786f435bd3789a718c12bcae,anonymous,,"CTO (e.g., Director of Technology/Innovation, Chief Scientist)",,I am one of several key decision-makers who collectively decide on technology adoption,Non-Profit Organization (Non-Governmental),,1000-4999,Non-Profit,<$10M,<$10M,International,International,Minor Barrier,Minor Barrier,Not a Barrier,Moderate Barrier,Not a Barrier,Significant Barrier,Minor Barrier,Minor Barrier,Not a Barrier,Not a Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Minor Barrier,Minor Barrier,Not a Barrier,Minor Barrier,Not a Barrier,Major Barrier,,"Lack of support or clear vision from top leadership (including the board, e.g., governing body, oversight committee).",,,,High cost associated with acquiring or implementing new technologies.,,,,,,New technologies disrupting existing workflows or processes significantly.,,,,,,,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Level 4: Managed/Quantitatively Managed,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,We have experienced a major restructuring so I’m still impressed with how we are still implementing new technology!  We lost about 25% of our workforce and are still gettigg by it done. Great survey. ,complete,,,69c17630acada6abeead2da5,69c1861119f60ca46dc5dc53,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-23,2026-03-23,IP Address,100,2229,True,2026-03-23,c7f198c8a3b9f8ec5327021e5aaf65d9,anonymous,,"CMO (e.g., Director of Communications, Public Affairs Officer, Chief Marketing & Communications Officer)",,I am one of several key decision-makers who collectively decide on technology adoption,Non-Profit Organization (Non-Governmental),,500-999,Non-Profit,$10M-$49M,<$10M,United States,Regional,Minor Barrier,Moderate Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Significant Barrier,Moderate Barrier,Not a Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Not a Barrier,Not a Barrier,Major Barrier,,,,,,High cost associated with acquiring or implementing new technologies.,Difficulty integrating new technologies with existing legacy systems.,,,,,,,,,Uncertainty or complexity related to regulatory requirements.,,,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 4: Managed/Quantitatively Managed,Level 2: Developing/Repeatable,n/a,complete,,,69c17630acada6abeead2da5,69c1824e8cd6cb4168ada9d8,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-23,2026-03-23,IP Address,100,717,True,2026-03-23,cf84f73621513ea0b46e6ae2acc2d1be,anonymous,,"COO (e.g., Deputy Director, Chief of Staff, Assistant Secretary for Administration)",,I am the primary decision-maker for technology adoption in my area of responsibility,Retail Trade,,1000-4999,For-Profit,$50M-$99M,<$10M,United States,International,Minor Barrier,Not a Barrier,Not a Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Significant Barrier,Minor Barrier,Not a Barrier,Minor Barrier,Not a Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Not a Barrier,Not a Barrier,Major Barrier,,,,,,High cost associated with acquiring or implementing new technologies.,,,,Lack of a clear strategy or roadmap for technology adoption.,,,,Concerns about data privacy compliance related to new technologies.,,,,,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,"I believe that each significant barrier was covered in this survey. Smaller, insignificant barriers exist, but those are more complex and individualized.",complete,,,69c17630acada6abeead2da5,69c1887c052f5a58a1c9a0af,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-23,2026-03-23,IP Address,100,406,True,2026-03-23,93affa703e8dcf1f28b2d91afae7151a,anonymous,,"CIO (e.g., Director of IT)",,I am the primary decision-maker for technology adoption in my area of responsibility,"Professional, Scientific, and Technical Services",,5000-9999,Non-Profit,$100M-$499M,<$10M,International,National,Not a Barrier,Moderate Barrier,Major Barrier,Moderate Barrier,Not a Barrier,Significant Barrier,Major Barrier,Not a Barrier,Moderate Barrier,Significant Barrier,Significant Barrier,Major Barrier,Major Barrier,Major Barrier,Moderate Barrier,Not a Barrier,Significant Barrier,Minor Barrier,Major Barrier,,,Organizational culture that discourages risk-taking or experimentation with new technologies.,,,,Difficulty integrating new technologies with existing legacy systems.,,,,,,,Concerns about data privacy compliance related to new technologies.,,,,,Very Low Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,High Readiness/Capability,Very Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Very Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Level 4: Managed/Quantitatively Managed,Level 1: Initial/Ad Hoc,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 1: Initial/Ad Hoc,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,No further comments,complete,,,69c17630acada6abeead2da5,69c189e9dbb933548c9dd245,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
